origem,tipo_origem,destino,tipo_destino,relacao,peso
Simulado Enfermeiros 1,ferramenta,Medicamentos,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Dispositivos,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Seringas,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Feridas,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Curativos,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Sinais Vitais,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Exames Lab.,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Doencas,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Protocolos,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Legislacao/CLT,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Simulado Enfermeiros 1,ferramenta,Bloco Operat.,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Geriatria,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Saude Mental,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,UTI/Emerg.,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Vacinas/Epidem.,biblioteca,complementar,2
Simulado Enfermeiros 1,ferramenta,Nutricao,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Medicamentos,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Dispositivos,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Seringas,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Feridas,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Curativos,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Sinais Vitais,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Exames Lab.,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Doencas,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Protocolos,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Legislacao/CLT,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Simulado Enfermeiros 2,ferramenta,Bloco Operat.,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Geriatria,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Saude Mental,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,UTI/Emerg.,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Vacinas/Epidem.,biblioteca,complementar,2
Simulado Enfermeiros 2,ferramenta,Nutricao,biblioteca,complementar,2
Simulado Seguranca Paciente,ferramenta,Sinais Vitais,biblioteca,complementar,2
Simulado Seguranca Paciente,ferramenta,Doencas,biblioteca,complementar,2
Simulado Seguranca Paciente,ferramenta,Protocolos,biblioteca,direto,3
Simulado Seguranca Paciente,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Simulado Seguranca Paciente,ferramenta,Seguranca Paciente,biblioteca,direto,3
Simulado Seguranca Paciente,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Simulado DNC,ferramenta,Doencas,biblioteca,direto,3
Simulado DNC,ferramenta,Protocolos,biblioteca,direto,3
Simulado DNC,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Simulado DNC,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Simulado DNC,ferramenta,Legislacao/CLT,biblioteca,direto,3
Simulado DNC,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Simulado DNC,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Simulado DNC,ferramenta,UTI/Emerg.,biblioteca,direto,3
Simulado Vacinas,ferramenta,Medicamentos,biblioteca,direto,3
Simulado Vacinas,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
Simulado Vacinas,ferramenta,Doencas,biblioteca,direto,3
Simulado Vacinas,ferramenta,Protocolos,biblioteca,direto,3
Simulado Vacinas,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Simulado Vacinas,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Simulado Vacinas,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Simulado Vacinas,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Simulado Vacinas,ferramenta,UTI/Emerg.,biblioteca,direto,3
Simulado Vacinas,ferramenta,Vacinas/Epidem.,biblioteca,complementar,2
Simulado PCR,ferramenta,Medicamentos,biblioteca,direto,3
Simulado PCR,ferramenta,Dispositivos,biblioteca,direto,3
Simulado PCR,ferramenta,Sinais Vitais,biblioteca,direto,3
Simulado PCR,ferramenta,Exames Lab.,biblioteca,direto,3
Simulado PCR,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Simulado PCR,ferramenta,Doencas,biblioteca,complementar,2
Simulado PCR,ferramenta,Protocolos,biblioteca,direto,3
Simulado PCR,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Simulado PCR,ferramenta,Seguranca Paciente,biblioteca,direto,3
Simulado PCR,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Simulado PCR,ferramenta,Saude Mental,biblioteca,direto,3
Simulado PCR,ferramenta,Vent. Mecanica,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Medicamentos,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Dispositivos,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Seringas,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Sinais Vitais,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Doencas,biblioteca,complementar,2
Simulado Bloco Operat.,ferramenta,Protocolos,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Seguranca Paciente,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Bloco Operat.,biblioteca,direto,3
Simulado Bloco Operat.,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Quiz Interativo,ferramenta,Medicamentos,biblioteca,complementar,2
Quiz Interativo,ferramenta,Dispositivos,biblioteca,complementar,2
Quiz Interativo,ferramenta,Seringas,biblioteca,complementar,2
Quiz Interativo,ferramenta,Feridas,biblioteca,complementar,2
Quiz Interativo,ferramenta,Curativos,biblioteca,complementar,2
Quiz Interativo,ferramenta,Sinais Vitais,biblioteca,complementar,2
Quiz Interativo,ferramenta,Exames Lab.,biblioteca,complementar,2
Quiz Interativo,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
Quiz Interativo,ferramenta,Doencas,biblioteca,complementar,2
Quiz Interativo,ferramenta,Protocolos,biblioteca,complementar,2
Quiz Interativo,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Quiz Interativo,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Quiz Interativo,ferramenta,Legislacao/CLT,biblioteca,complementar,2
Quiz Interativo,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Quiz Interativo,ferramenta,Bloco Operat.,biblioteca,complementar,2
Quiz Interativo,ferramenta,Geriatria,biblioteca,complementar,2
Quiz Interativo,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Quiz Interativo,ferramenta,Saude Mental,biblioteca,complementar,2
Quiz Interativo,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Quiz Interativo,ferramenta,UTI/Emerg.,biblioteca,complementar,2
Quiz Interativo,ferramenta,Vacinas/Epidem.,biblioteca,complementar,2
Quiz Interativo,ferramenta,Nutricao,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Medicamentos,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Dispositivos,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Seringas,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Feridas,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Curativos,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Sinais Vitais,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Exames Lab.,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Doencas,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Protocolos,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Legislacao/CLT,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
Biblioteca de Provas,ferramenta,Bloco Operat.,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Geriatria,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Saude Mental,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,UTI/Emerg.,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Vacinas/Epidem.,biblioteca,complementar,2
Biblioteca de Provas,ferramenta,Nutricao,biblioteca,complementar,2
Escala de Ballard,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala de Ballard,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Ballard,ferramenta,Doencas,biblioteca,complementar,2
Escala de Ballard,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Ballard,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Ballard,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala de Ballard,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Ballard,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala de Ballard,ferramenta,UTI/Emerg.,biblioteca,complementar,2
Escala de Ballard,ferramenta,Nutricao,biblioteca,complementar,2
Escala de Barthel,ferramenta,Dispositivos,biblioteca,complementar,2
Escala de Barthel,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala de Barthel,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Barthel,ferramenta,Doencas,biblioteca,complementar,2
Escala de Barthel,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Barthel,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Barthel,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala de Barthel,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Barthel,ferramenta,Geriatria,biblioteca,direto,3
Escala BPS,ferramenta,Medicamentos,biblioteca,complementar,2
Escala BPS,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala BPS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala BPS,ferramenta,Doencas,biblioteca,complementar,2
Escala BPS,ferramenta,Protocolos,biblioteca,complementar,2
Escala BPS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala BPS,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala BPS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala BPS,ferramenta,Saude Mental,biblioteca,direto,3
Escala BPS,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala BERG (BBS),ferramenta,Dispositivos,biblioteca,complementar,2
Escala BERG (BBS),ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala BERG (BBS),ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala BERG (BBS),ferramenta,Doencas,biblioteca,complementar,2
Escala BERG (BBS),ferramenta,Protocolos,biblioteca,complementar,2
Escala BERG (BBS),ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala BERG (BBS),ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala BERG (BBS),ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala BERG (BBS),ferramenta,Geriatria,biblioteca,direto,3
Indice de Bishop,ferramenta,Medicamentos,biblioteca,complementar,2
Indice de Bishop,ferramenta,Sinais Vitais,biblioteca,direto,3
Indice de Bishop,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Indice de Bishop,ferramenta,Doencas,biblioteca,complementar,2
Indice de Bishop,ferramenta,Protocolos,biblioteca,direto,3
Indice de Bishop,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Indice de Bishop,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Indice de Bishop,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Indice de Bishop,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Indice de Bishop,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala CAM-ICU,ferramenta,Medicamentos,biblioteca,complementar,2
Escala CAM-ICU,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala CAM-ICU,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala CAM-ICU,ferramenta,Doencas,biblioteca,direto,3
Escala CAM-ICU,ferramenta,Protocolos,biblioteca,complementar,2
Escala CAM-ICU,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala CAM-ICU,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala CAM-ICU,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala CAM-ICU,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
Escala CAM-ICU,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala de Cincinnati,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala de Cincinnati,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala de Cincinnati,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Cincinnati,ferramenta,Doencas,biblioteca,direto,3
Escala de Cincinnati,ferramenta,Protocolos,biblioteca,direto,3
Escala de Cincinnati,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Cincinnati,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala de Cincinnati,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Cincinnati,ferramenta,Vent. Mecanica,biblioteca,complementar,2
COPSOQ II,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
COPSOQ II,ferramenta,Doencas,biblioteca,complementar,2
COPSOQ II,ferramenta,Protocolos,biblioteca,complementar,2
COPSOQ II,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
COPSOQ II,ferramenta,Seguranca Paciente,biblioteca,direto,3
COPSOQ II,ferramenta,Legislacao/CLT,biblioteca,direto,3
COPSOQ II,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
COPSOQ II,ferramenta,Saude Mental,biblioteca,direto,3
COPSOQ III,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
COPSOQ III,ferramenta,Doencas,biblioteca,complementar,2
COPSOQ III,ferramenta,Protocolos,biblioteca,complementar,2
COPSOQ III,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
COPSOQ III,ferramenta,Seguranca Paciente,biblioteca,direto,3
COPSOQ III,ferramenta,Legislacao/CLT,biblioteca,direto,3
COPSOQ III,ferramenta,Educacao/Avaliacao,biblioteca,direto,3
COPSOQ III,ferramenta,Saude Mental,biblioteca,direto,3
Escala de Cornell,ferramenta,Medicamentos,biblioteca,complementar,2
Escala de Cornell,ferramenta,Anatomia/Fisiol.,biblioteca,complementar,2
Escala de Cornell,ferramenta,Doencas,biblioteca,direto,3
Escala de Cornell,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Cornell,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala de Cornell,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala de Cornell,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Cornell,ferramenta,Geriatria,biblioteca,direto,3
Escala de Cornell,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala de CRIES,ferramenta,Medicamentos,biblioteca,complementar,2
Escala de CRIES,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala de CRIES,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de CRIES,ferramenta,Doencas,biblioteca,complementar,2
Escala de CRIES,ferramenta,Protocolos,biblioteca,complementar,2
Escala de CRIES,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala de CRIES,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala de CRIES,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de CRIES,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala de CRIES,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala CURB-65,ferramenta,Medicamentos,biblioteca,direto,3
Escala CURB-65,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala CURB-65,ferramenta,Exames Lab.,biblioteca,direto,3
Escala CURB-65,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala CURB-65,ferramenta,Doencas,biblioteca,direto,3
Escala CURB-65,ferramenta,Protocolos,biblioteca,direto,3
Escala CURB-65,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala CURB-65,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala CURB-65,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala CURB-65,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala de Downton,ferramenta,Medicamentos,biblioteca,complementar,2
Escala de Downton,ferramenta,Dispositivos,biblioteca,complementar,2
Escala de Downton,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala de Downton,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Downton,ferramenta,Doencas,biblioteca,complementar,2
Escala de Downton,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Downton,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Downton,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala de Downton,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Downton,ferramenta,Geriatria,biblioteca,direto,3
Escala ELPO,ferramenta,Dispositivos,biblioteca,complementar,2
Escala ELPO,ferramenta,Feridas,biblioteca,direto,3
Escala ELPO,ferramenta,Curativos,biblioteca,direto,3
Escala ELPO,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala ELPO,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala ELPO,ferramenta,Doencas,biblioteca,complementar,2
Escala ELPO,ferramenta,Protocolos,biblioteca,direto,3
Escala ELPO,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala ELPO,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala ELPO,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala ELPO,ferramenta,Bloco Operat.,biblioteca,direto,3
Escala ELPO,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala FAST,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala FAST,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala FAST,ferramenta,Doencas,biblioteca,direto,3
Escala FAST,ferramenta,Protocolos,biblioteca,direto,3
Escala FAST,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala FAST,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala FAST,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala FAST,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala FLACC,ferramenta,Medicamentos,biblioteca,complementar,2
Escala FLACC,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala FLACC,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala FLACC,ferramenta,Doencas,biblioteca,complementar,2
Escala FLACC,ferramenta,Protocolos,biblioteca,complementar,2
Escala FLACC,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala FLACC,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala FLACC,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala FLACC,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala FLACC,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala FOUR,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala FOUR,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala FOUR,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala FOUR,ferramenta,Doencas,biblioteca,direto,3
Escala FOUR,ferramenta,Protocolos,biblioteca,complementar,2
Escala FOUR,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala FOUR,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala FOUR,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala FOUR,ferramenta,Saude Mental,biblioteca,direto,3
Escala FOUR,ferramenta,Vent. Mecanica,biblioteca,direto,3
Escala Fugulin (SCP),ferramenta,Medicamentos,biblioteca,complementar,2
Escala Fugulin (SCP),ferramenta,Dispositivos,biblioteca,complementar,2
Escala Fugulin (SCP),ferramenta,Feridas,biblioteca,complementar,2
Escala Fugulin (SCP),ferramenta,Curativos,biblioteca,complementar,2
Escala Fugulin (SCP),ferramenta,Sinais Vitais,biblioteca,direto,3
Escala Fugulin (SCP),ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Fugulin (SCP),ferramenta,Doencas,biblioteca,complementar,2
Escala Fugulin (SCP),ferramenta,Protocolos,biblioteca,direto,3
Escala Fugulin (SCP),ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Fugulin (SCP),ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Fugulin (SCP),ferramenta,Legislacao/CLT,biblioteca,direto,3
Escala Fugulin (SCP),ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Fugulin (SCP),ferramenta,Bloco Operat.,biblioteca,complementar,2
Escala Fugulin (SCP),ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala GDS,ferramenta,Medicamentos,biblioteca,complementar,2
Escala GDS,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala GDS,ferramenta,Doencas,biblioteca,complementar,2
Escala GDS,ferramenta,Protocolos,biblioteca,complementar,2
Escala GDS,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala GDS,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala GDS,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala GDS,ferramenta,Geriatria,biblioteca,direto,3
Escala GDS,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala de Gosnell,ferramenta,Feridas,biblioteca,direto,3
Escala de Gosnell,ferramenta,Curativos,biblioteca,direto,3
Escala de Gosnell,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala de Gosnell,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Gosnell,ferramenta,Doencas,biblioteca,complementar,2
Escala de Gosnell,ferramenta,Protocolos,biblioteca,direto,3
Escala de Gosnell,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Gosnell,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala de Gosnell,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Gosnell,ferramenta,Vent. Mecanica,biblioteca,complementar,2
Escala Hamilton,ferramenta,Medicamentos,biblioteca,direto,3
Escala Hamilton,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Hamilton,ferramenta,Doencas,biblioteca,direto,3
Escala Hamilton,ferramenta,Protocolos,biblioteca,complementar,2
Escala Hamilton,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,complementar,2
Escala Hamilton,ferramenta,Seguranca Paciente,biblioteca,complementar,2
Escala Hamilton,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Hamilton,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala Hendrich II,ferramenta,Medicamentos,biblioteca,complementar,2
Escala Hendrich II,ferramenta,Dispositivos,biblioteca,complementar,2
Escala Hendrich II,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala Hendrich II,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Hendrich II,ferramenta,Doencas,biblioteca,complementar,2
Escala Hendrich II,ferramenta,Protocolos,biblioteca,complementar,2
Escala Hendrich II,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Hendrich II,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Hendrich II,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Hendrich II,ferramenta,Geriatria,biblioteca,complementar,2
Escala Humpty-Dumpty,ferramenta,Medicamentos,biblioteca,complementar,2
Escala Humpty-Dumpty,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala Humpty-Dumpty,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala Humpty-Dumpty,ferramenta,Doencas,biblioteca,complementar,2
Escala Humpty-Dumpty,ferramenta,Protocolos,biblioteca,complementar,2
Escala Humpty-Dumpty,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala Humpty-Dumpty,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala Humpty-Dumpty,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala Humpty-Dumpty,ferramenta,Pediatria/Neo.,biblioteca,direto,3
Escala de Johns,ferramenta,Dispositivos,biblioteca,complementar,2
Escala de Johns,ferramenta,Sinais Vitais,biblioteca,complementar,2
Escala de Johns,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Johns,ferramenta,Doencas,biblioteca,complementar,2
Escala de Johns,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Johns,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Johns,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala de Johns,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Johns,ferramenta,Geriatria,biblioteca,complementar,2
Escala de Jouvet,ferramenta,Sinais Vitais,biblioteca,direto,3
Escala de Jouvet,ferramenta,Exames Lab.,biblioteca,complementar,2
Escala de Jouvet,ferramenta,Anatomia/Fisiol.,biblioteca,direto,3
Escala de Jouvet,ferramenta,Doencas,biblioteca,direto,3
Escala de Jouvet,ferramenta,Protocolos,biblioteca,complementar,2
Escala de Jouvet,ferramenta,SAE/NANDA/NIC/NOC,biblioteca,direto,3
Escala de Jouvet,ferramenta,Seguranca Paciente,biblioteca,direto,3
Escala de Jouvet,ferramenta,Educacao/Avaliacao,biblioteca,complementar,2
Escala de Jouvet,ferramenta,Pediatria/Neo.,biblioteca,complementar,2
